#Table Version   5                                                                                                                                                                                                                                              
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE: 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381              
#Teff(K)| Pgas@  log g = 5.50   log g = 5.60   log g = 5.70   log g = 5.80   log g = 5.90   log g = 6.00   log g = 6.10   log g = 6.20   log g = 6.30   log g = 6.40   log g = 6.50   log g = 6.60   log g = 6.70   log g = 6.80   log g = 6.90   log g = 7.00   log g = 7.10   log g = 7.20   log g = 7.30   log g = 7.40   log g = 7.50   log g = 7.60   log g = 7.70   log g = 7.80   log g = 7.90   log g = 8.00   log g = 8.10   log g = 8.20   log g = 8.30   log g = 8.40   log g = 8.50   log g = 8.60   log g = 8.70   log g = 8.80   log g = 8.90   log g = 9.00   log g = 9.10   log g = 9.20   log g = 9.30   log g = 9.40   log g = 9.50 
  0.1830000E+05  0.4011813E+05  0.4018016E+05  0.4024088E+05  0.4030769E+05  0.4037768E+05  0.4045294E+05  0.4051626E+05  0.4058223E+05  0.4066352E+05  0.4074020E+05  0.4081498E+05  0.4089514E+05  0.4097681E+05  0.4105905E+05  0.4114199E+05  0.4122844E+05  0.4137274E+05  0.4141853E+05  0.4146386E+05  0.4151012E+05  0.4157393E+05  0.4163921E+05  0.4173989E+05  0.4181789E+05  0.4190320E+05  0.4199268E+05  0.4208988E+05  0.4220076E+05  0.4230280E+05  0.4241030E+05  0.4252071E+05  0.4263802E+05  0.4275727E+05  0.4281148E+05  0.4286113E+05  0.4293070E+05  0.4305883E+05  0.4313205E+05  0.4321991E+05  0.4331822E+05  0.4342387E+05
  0.1840000E+05  0.4032329E+05  0.4038487E+05  0.4045342E+05  0.4051974E+05  0.4057837E+05  0.4064286E+05  0.4072537E+05  0.4078463E+05  0.4086804E+05  0.4094437E+05  0.4102712E+05  0.4109249E+05  0.4118805E+05  0.4125945E+05  0.4134106E+05  0.4143887E+05  0.4157717E+05  0.4162068E+05  0.4166303E+05  0.4171715E+05  0.4177096E+05  0.4183650E+05  0.4188686E+05  0.4201511E+05  0.4209948E+05  0.4218836E+05  0.4228415E+05  0.4239419E+05  0.4249661E+05  0.4260345E+05  0.4271308E+05  0.4282998E+05  0.4294840E+05  0.4300285E+05  0.4305185E+05  0.4312101E+05  0.4324832E+05  0.4332082E+05  0.4340794E+05  0.4350550E+05  0.4360999E+05
  0.1850000E+05  0.4053506E+05  0.4059627E+05  0.4065274E+05  0.4072370E+05  0.4078002E+05  0.4085067E+05  0.4092120E+05  0.4098681E+05  0.4107375E+05  0.4115092E+05  0.4121953E+05  0.4129495E+05  0.4137692E+05  0.4145570E+05  0.4154226E+05  0.4162880E+05  0.4177338E+05  0.4181317E+05  0.4186191E+05  0.4191561E+05  0.4196799E+05  0.4203381E+05  0.4215239E+05  0.4221195E+05  0.4229578E+05  0.4238355E+05  0.4247906E+05  0.4259561E+05  0.4269058E+05  0.4279560E+05  0.4290564E+05  0.4302336E+05  0.4313934E+05  0.4319364E+05  0.4324230E+05  0.4330479E+05  0.4345841E+05  0.4350924E+05  0.4359560E+05  0.4369232E+05  0.4379586E+05
  0.1860000E+05  0.4074028E+05  0.4080144E+05  0.4085700E+05  0.4092758E+05  0.4099538E+05  0.4105375E+05  0.4112410E+05  0.4119254E+05  0.4127588E+05  0.4134805E+05  0.4142089E+05  0.4150277E+05  0.4157534E+05  0.4167008E+05  0.4174152E+05  0.4188226E+05  0.4196753E+05  0.4201246E+05  0.4206097E+05  0.4211046E+05  0.4216592E+05  0.4223369E+05  0.4230707E+05  0.4240882E+05  0.4248930E+05  0.4258109E+05  0.4267261E+05  0.4277211E+05  0.4288411E+05  0.4298818E+05  0.4309743E+05  0.4320677E+05  0.4333000E+05  0.4338429E+05  0.4343251E+05  0.4350123E+05  0.4362268E+05  0.4369747E+05  0.4378299E+05  0.4387889E+05  0.4398120E+05
  0.1870000E+05  0.4093819E+05  0.4099898E+05  0.4106780E+05  0.4113130E+05  0.4119918E+05  0.4125698E+05  0.4133280E+05  0.4139418E+05  0.4148045E+05  0.4155020E+05  0.4162214E+05  0.4170530E+05  0.4179084E+05  0.4186434E+05  0.4194056E+05  0.4216744E+05  0.4216638E+05  0.4221955E+05  0.4226043E+05  0.4231236E+05  0.4236384E+05  0.4242761E+05  0.4250354E+05  0.4260699E+05  0.4268627E+05  0.4277609E+05  0.4286721E+05  0.4296584E+05  0.4307718E+05  0.4318068E+05  0.4328881E+05  0.4339769E+05  0.4352038E+05  0.4356719E+05  0.4362251E+05  0.4369044E+05  0.4384090E+05  0.4388529E+05  0.4396990E+05  0.4406515E+05  0.4416600E+05
  0.1880000E+05  0.4114327E+05  0.4120973E+05  0.4127179E+05  0.4132689E+05  0.4139745E+05  0.4146229E+05  0.4152515E+05  0.4160545E+05  0.4168220E+05  0.4174386E+05  0.4182212E+05  0.4189734E+05  0.4197958E+05  0.4206673E+05  0.4213949E+05  0.4235715E+05  0.4235677E+05  0.4241679E+05  0.4245647E+05  0.4250660E+05  0.4256249E+05  0.4262459E+05  0.4269993E+05  0.4279992E+05  0.4288166E+05  0.4297108E+05  0.4306145E+05  0.4315949E+05  0.4327003E+05  0.4337366E+05  0.4347940E+05  0.4358845E+05  0.4370897E+05  0.4375725E+05  0.4381215E+05  0.4387968E+05  0.4394634E+05  0.4407291E+05  0.4415682E+05  0.4425101E+05  0.4434963E+05
  0.1890000E+05  0.4134805E+05  0.4140792E+05  0.4146934E+05  0.4153765E+05  0.4160071E+05  0.4165970E+05  0.4173609E+05  0.4180752E+05  0.4188381E+05  0.4194500E+05  0.4203322E+05  0.4210769E+05  0.4218059E+05  0.4226627E+05  0.4234390E+05  0.4247409E+05  0.4255491E+05  0.4260222E+05  0.4265601E+05  0.4270864E+05  0.4276035E+05  0.4282141E+05  0.4289612E+05  0.4299571E+05  0.4307713E+05  0.4316372E+05  0.4325627E+05  0.4335150E+05  0.4346201E+05  0.4356540E+05  0.4367008E+05  0.4377887E+05  0.4389899E+05  0.4394708E+05  0.4400166E+05  0.4406238E+05  0.4413170E+05  0.4426013E+05  0.4434360E+05  0.4443677E+05  0.4453174E+05
  0.1900000E+05  0.4156067E+05  0.4161195E+05  0.4167324E+05  0.4174135E+05  0.4180409E+05  0.4186254E+05  0.4193909E+05  0.4200960E+05  0.4208516E+05  0.4214653E+05  0.4222706E+05  0.4230559E+05  0.4238630E+05  0.4246505E+05  0.4254321E+05  0.4267282E+05  0.4275150E+05  0.4280339E+05  0.4285950E+05  0.4290448E+05  0.4295595E+05  0.4301820E+05  0.4309213E+05  0.4319299E+05  0.4327427E+05  0.4335774E+05  0.4344998E+05  0.4354454E+05  0.4365445E+05  0.4375699E+05  0.4385989E+05  0.4396906E+05  0.4408781E+05  0.4413668E+05  0.4419083E+05  0.4425730E+05  0.4431961E+05  0.4444730E+05  0.4453005E+05  0.4462232E+05  0.4472472E+05
  0.1910000E+05  0.4175404E+05  0.4181618E+05  0.4187757E+05  0.4193775E+05  0.4200759E+05  0.4206627E+05  0.4214265E+05  0.4221224E+05  0.4227671E+05  0.4235724E+05  0.4242163E+05  0.4250337E+05  0.4258526E+05  0.4266271E+05  0.4274304E+05  0.4286854E+05  0.4295763E+05  0.4299872E+05  0.4304987E+05  0.4310053E+05  0.4315470E+05  0.4321667E+05  0.4328639E+05  0.4339088E+05  0.4346901E+05  0.4355207E+05  0.4364341E+05  0.4373739E+05  0.4384669E+05  0.4394862E+05  0.4404846E+05  0.4415898E+05  0.4427917E+05  0.4432608E+05  0.4437979E+05  0.4444561E+05  0.4451291E+05  0.4463402E+05  0.4471631E+05  0.4480762E+05  0.4490397E+05
  0.1920000E+05  0.4195872E+05  0.4202053E+05  0.4208024E+05  0.4214113E+05  0.4221051E+05  0.4227176E+05  0.4234457E+05  0.4240737E+05  0.4247596E+05  0.4255798E+05  0.4262195E+05  0.4269946E+05  0.4277754E+05  0.4285787E+05  0.4294041E+05  0.4306675E+05  0.4315457E+05  0.4320587E+05  0.4324676E+05  0.4329959E+05  0.4335453E+05  0.4341323E+05  0.4348505E+05  0.4360362E+05  0.4366222E+05  0.4374627E+05  0.4383687E+05  0.4393021E+05  0.4404374E+05  0.4413911E+05  0.4424747E+05  0.4434874E+05  0.4445722E+05  0.4451523E+05  0.4456868E+05  0.4463393E+05  0.4469959E+05  0.4482071E+05  0.4490195E+05  0.4499279E+05  0.4508823E+05
  0.1930000E+05  0.4216347E+05  0.4223137E+05  0.4228187E+05  0.4235122E+05  0.4240805E+05  0.4247889E+05  0.4253666E+05  0.4260592E+05  0.4267615E+05  0.4275855E+05  0.4282274E+05  0.4289723E+05  0.4297903E+05  0.4306094E+05  0.4312998E+05  0.4326679E+05  0.4334383E+05  0.4340043E+05  0.4344941E+05  0.4349675E+05  0.4355029E+05  0.4360903E+05  0.4368135E+05  0.4379910E+05  0.4385849E+05  0.4394229E+05  0.4402829E+05  0.4412358E+05  0.4422076E+05  0.4432998E+05  0.4443148E+05  0.4453833E+05  0.4464625E+05  0.4470415E+05  0.4475720E+05  0.4481573E+05  0.4488400E+05  0.4495785E+05  0.4508778E+05  0.4517769E+05  0.4527221E+05
  0.1940000E+05  0.4237918E+05  0.4242591E+05  0.4248599E+05  0.4255427E+05  0.4261760E+05  0.4268076E+05  0.4275009E+05  0.4281011E+05  0.4287772E+05  0.4295849E+05  0.4301996E+05  0.4309605E+05  0.4318163E+05  0.4326129E+05  0.4333520E+05  0.4346740E+05  0.4354079E+05  0.4359765E+05  0.4364188E+05  0.4368952E+05  0.4374399E+05  0.4380576E+05  0.4387792E+05  0.4395311E+05  0.4405044E+05  0.4413474E+05  0.4422124E+05  0.4431576E+05  0.4441247E+05  0.4452106E+05  0.4462152E+05  0.4472785E+05  0.4483528E+05  0.4489333E+05  0.4494580E+05  0.4500359E+05  0.4507115E+05  0.4521099E+05  0.4527334E+05  0.4536243E+05  0.4545598E+05
  0.1950000E+05  0.4257177E+05  0.4262983E+05  0.4269067E+05  0.4275796E+05  0.4281991E+05  0.4287566E+05  0.4295136E+05  0.4301777E+05  0.4307756E+05  0.4315051E+05  0.4322428E+05  0.4329552E+05  0.4337171E+05  0.4345858E+05  0.4352821E+05  0.4366834E+05  0.4374841E+05  0.4379021E+05  0.4383876E+05  0.4388902E+05  0.4394401E+05  0.4400148E+05  0.4407022E+05  0.4414604E+05  0.4424477E+05  0.4432808E+05  0.4441616E+05  0.4450797E+05  0.4460457E+05  0.4471255E+05  0.4481134E+05  0.4491709E+05  0.4502389E+05  0.4509053E+05  0.4513366E+05  0.4519120E+05  0.4526130E+05  0.4533577E+05  0.4545893E+05  0.4554698E+05  0.4563967E+05
  0.1960000E+05  0.4277609E+05  0.4283413E+05  0.4289311E+05  0.4295961E+05  0.4301368E+05  0.4307696E+05  0.4314305E+05  0.4320893E+05  0.4328089E+05  0.4335068E+05  0.4342322E+05  0.4349488E+05  0.4357106E+05  0.4365161E+05  0.4372339E+05  0.4385844E+05  0.4402525E+05  0.4398965E+05  0.4403943E+05  0.4408221E+05  0.4414030E+05  0.4419719E+05  0.4426841E+05  0.4434080E+05  0.4443810E+05  0.4451968E+05  0.4460818E+05  0.4469865E+05  0.4479566E+05  0.4490303E+05  0.4500112E+05  0.4510623E+05  0.4521244E+05  0.4527125E+05  0.4532870E+05  0.4538498E+05  0.4544775E+05  0.4552535E+05  0.4564410E+05  0.4573136E+05  0.4582314E+05
  0.1970000E+05  0.4298032E+05  0.4304905E+05  0.4310553E+05  0.4315660E+05  0.4322523E+05  0.4327903E+05  0.4334469E+05  0.4341011E+05  0.4348071E+05  0.4355046E+05  0.4362155E+05  0.4369459E+05  0.4376889E+05  0.4384880E+05  0.4393201E+05  0.4406537E+05  0.4420988E+05  0.4418796E+05  0.4423602E+05  0.4427974E+05  0.4433446E+05  0.4439284E+05  0.4446068E+05  0.4453513E+05  0.4463241E+05  0.4471367E+05  0.4480028E+05  0.4489145E+05  0.4498676E+05  0.4509346E+05  0.4519074E+05  0.4529521E+05  0.4540042E+05  0.4545875E+05  0.4550860E+05  0.4556593E+05  0.4563438E+05  0.4571042E+05  0.4582924E+05  0.4591557E+05  0.4600644E+05
  0.1980000E+05  0.4318630E+05  0.4324118E+05  0.4330865E+05  0.4335943E+05  0.4342847E+05  0.4348118E+05  0.4354728E+05  0.4361152E+05  0.4368170E+05  0.4374968E+05  0.4382083E+05  0.4389376E+05  0.4396994E+05  0.4404700E+05  0.4412450E+05  0.4425314E+05  0.4444321E+05  0.4438463E+05  0.4443024E+05  0.4448083E+05  0.4452667E+05  0.4458700E+05  0.4465545E+05  0.4473187E+05  0.4482595E+05  0.4490689E+05  0.4499320E+05  0.4508174E+05  0.4517741E+05  0.4528352E+05  0.4538013E+05  0.4548439E+05  0.4558844E+05  0.4564081E+05  0.4569616E+05  0.4575309E+05  0.4582104E+05  0.4589597E+05  0.4601403E+05  0.4609960E+05  0.4618954E+05
  0.1990000E+05  0.4340043E+05  0.4344476E+05  0.4351176E+05  0.4356244E+05  0.4363054E+05  0.4368506E+05  0.4375751E+05  0.4381321E+05  0.4388227E+05  0.4394937E+05  0.4402036E+05  0.4409372E+05  0.4416649E+05  0.4424287E+05  0.4431483E+05  0.4444979E+05  0.4450250E+05  0.4457768E+05  0.4462585E+05  0.4467657E+05  0.4472235E+05  0.4478290E+05  0.4485021E+05  0.4492486E+05  0.4500238E+05  0.4510099E+05  0.4518428E+05  0.4527415E+05  0.4536788E+05  0.4547712E+05  0.4556916E+05  0.4567373E+05  0.4577634E+05  0.4582851E+05  0.4589165E+05  0.4593996E+05  0.4600731E+05  0.4608144E+05  0.4619877E+05  0.4628340E+05  0.4637262E+05
  0.2000000E+05  0.4360389E+05  0.4364817E+05  0.4370289E+05  0.4376302E+05  0.4382403E+05  0.4388565E+05  0.4395737E+05  0.4401389E+05  0.4408234E+05  0.4415125E+05  0.4422903E+05  0.4429099E+05  0.4436484E+05  0.4444997E+05  0.4451812E+05  0.4464036E+05  0.4469481E+05  0.4477327E+05  0.4481860E+05  0.4486587E+05  0.4491794E+05  0.4498204E+05  0.4504695E+05  0.4511859E+05  0.4522935E+05  0.4529195E+05  0.4537622E+05  0.4546561E+05  0.4555664E+05  0.4565469E+05  0.4575775E+05  0.4586344E+05  0.4597268E+05  0.4601568E+05  0.4607052E+05  0.4612681E+05  0.4619309E+05  0.4626651E+05  0.4638635E+05  0.4646686E+05  0.4655523E+05
  0.2010000E+05  0.4380633E+05  0.4384796E+05  0.4390799E+05  0.4396379E+05  0.4402494E+05  0.4408582E+05  0.4414617E+05  0.4421346E+05  0.4428111E+05  0.4435304E+05  0.4442642E+05  0.4448648E+05  0.4456003E+05  0.4463460E+05  0.4471197E+05  0.4483739E+05  0.4489073E+05  0.4496675E+05  0.4501003E+05  0.4505677E+05  0.4510722E+05  0.4516721E+05  0.4523428E+05  0.4530373E+05  0.4538244E+05  0.4547835E+05  0.4556128E+05  0.4564834E+05  0.4574138E+05  0.4583515E+05  0.4593771E+05  0.4604528E+05  0.4615020E+05  0.4619300E+05  0.4624745E+05  0.4630233E+05  0.4636762E+05  0.4644001E+05  0.4656445E+05  0.4663728E+05  0.4672322E+05
  0.2020000E+05  0.4399624E+05  0.4405167E+05  0.4411930E+05  0.4416609E+05  0.4423553E+05  0.4428740E+05  0.4434763E+05  0.4442389E+05  0.4447727E+05  0.4454666E+05  0.4461608E+05  0.4468551E+05  0.4475818E+05  0.4484236E+05  0.4490748E+05  0.4503452E+05  0.4508584E+05  0.4516156E+05  0.4520909E+05  0.4525505E+05  0.4530182E+05  0.4536148E+05  0.4542980E+05  0.4549672E+05  0.4557245E+05  0.4567012E+05  0.4575222E+05  0.4583873E+05  0.4593100E+05  0.4602507E+05  0.4612584E+05  0.4629571E+05  0.4632794E+05  0.4637007E+05  0.4643374E+05  0.4648814E+05  0.4655271E+05  0.4662441E+05  0.4675617E+05  0.4681999E+05  0.4690505E+05
  0.2030000E+05  0.4420564E+05  0.4426522E+05  0.4430960E+05  0.4436830E+05  0.4443481E+05  0.4448514E+05  0.4454867E+05  0.4462420E+05  0.4467711E+05  0.4474695E+05  0.4481506E+05  0.4488404E+05  0.4496720E+05  0.4504317E+05  0.4509982E+05  0.4523415E+05  0.4527904E+05  0.4535118E+05  0.4540369E+05  0.4544675E+05  0.4549609E+05  0.4555705E+05  0.4562201E+05  0.4569228E+05  0.4576581E+05  0.4586183E+05  0.4594308E+05  0.4602898E+05  0.4612044E+05  0.4621435E+05  0.4631400E+05  0.4642111E+05  0.4652353E+05  0.4655653E+05  0.4662096E+05  0.4667764E+05  0.4673794E+05  0.4680866E+05  0.4693958E+05  0.4700257E+05  0.4708673E+05
  0.2040000E+05  0.4441420E+05  0.4445931E+05  0.4451345E+05  0.4457001E+05  0.4463629E+05  0.4468832E+05  0.4475035E+05  0.4482403E+05  0.4487717E+05  0.4495636E+05  0.4501952E+05  0.4509405E+05  0.4516373E+05  0.4523519E+05  0.4530277E+05  0.4542480E+05  0.4547712E+05  0.4556133E+05  0.4558384E+05  0.4563816E+05  0.4569136E+05  0.4575240E+05  0.4581219E+05  0.4588482E+05  0.4595797E+05  0.4605343E+05  0.4613419E+05  0.4622017E+05  0.4630895E+05  0.4640291E+05  0.4650167E+05  0.4660833E+05  0.4670981E+05  0.4674262E+05  0.4679116E+05  0.4686304E+05  0.4692292E+05  0.4699279E+05  0.4707190E+05  0.4718496E+05  0.4726832E+05
  0.2050000E+05  0.4460608E+05  0.4467398E+05  0.4472905E+05  0.4477210E+05  0.4483546E+05  0.4488898E+05  0.4496086E+05  0.4501543E+05  0.4507994E+05  0.4513889E+05  0.4521334E+05  0.4527895E+05  0.4536125E+05  0.4543166E+05  0.4549190E+05  0.4562069E+05  0.4567030E+05  0.4583584E+05  0.4577776E+05  0.4583781E+05  0.4588427E+05  0.4594299E+05  0.4600851E+05  0.4607563E+05  0.4615089E+05  0.4624541E+05  0.4632507E+05  0.4641015E+05  0.4649865E+05  0.4659137E+05  0.4669155E+05  0.4679537E+05  0.4689576E+05  0.4692888E+05  0.4698504E+05  0.4704870E+05  0.4710736E+05  0.4717680E+05  0.4725513E+05  0.4736754E+05  0.4744975E+05
  0.2060000E+05  0.4480964E+05  0.4487619E+05  0.4492836E+05  0.4497408E+05  0.4502997E+05  0.4508958E+05  0.4515140E+05  0.4522578E+05  0.4527968E+05  0.4533885E+05  0.4541259E+05  0.4547998E+05  0.4555545E+05  0.4562192E+05  0.4569310E+05  0.4582071E+05  0.4586500E+05  0.4604243E+05  0.4597912E+05  0.4603225E+05  0.4608222E+05  0.4613737E+05  0.4620150E+05  0.4626831E+05  0.4634161E+05  0.4643991E+05  0.4651423E+05  0.4659943E+05  0.4668838E+05  0.4677900E+05  0.4687124E+05  0.4698218E+05  0.4706983E+05  0.4711509E+05  0.4717081E+05  0.4723397E+05  0.4729196E+05  0.4736072E+05  0.4743827E+05  0.4754727E+05  0.4763112E+05
  0.2070000E+05  0.4502376E+05  0.4507444E+05  0.4513429E+05  0.4517330E+05  0.4523094E+05  0.4529933E+05  0.4536075E+05  0.4542589E+05  0.4548398E+05  0.4555080E+05  0.4561681E+05  0.4567830E+05  0.4575602E+05  0.4582030E+05  0.4589005E+05  0.4601177E+05  0.4606029E+05  0.4623348E+05  0.4618205E+05  0.4622151E+05  0.4627645E+05  0.4632993E+05  0.4639391E+05  0.4646230E+05  0.4653479E+05  0.4663929E+05  0.4670636E+05  0.4678919E+05  0.4687635E+05  0.4696719E+05  0.4706508E+05  0.4716524E+05  0.4725594E+05  0.4730095E+05  0.4735637E+05  0.4741920E+05  0.4747681E+05  0.4754460E+05  0.4762140E+05  0.4772967E+05  0.4781246E+05
  0.2080000E+05  0.4522754E+05  0.4528189E+05  0.4533622E+05  0.4537536E+05  0.4543284E+05  0.4550041E+05  0.4555126E+05  0.4561261E+05  0.4567510E+05  0.4574865E+05  0.4581480E+05  0.4587633E+05  0.4594924E+05  0.4601601E+05  0.4608153E+05  0.4620705E+05  0.4626086E+05  0.4629613E+05  0.4637624E+05  0.4642046E+05  0.4647048E+05  0.4652488E+05  0.4658731E+05  0.4665426E+05  0.4672416E+05  0.4680197E+05  0.4689679E+05  0.4697846E+05  0.4706555E+05  0.4715581E+05  0.4725216E+05  0.4735234E+05  0.4744183E+05  0.4748678E+05  0.4754180E+05  0.4760421E+05  0.4766123E+05  0.4772834E+05  0.4780433E+05  0.4792879E+05  0.4799373E+05
  0.2090000E+05  0.4543044E+05  0.4548380E+05  0.4553623E+05  0.4557714E+05  0.4564862E+05  0.4568981E+05  0.4575812E+05  0.4580986E+05  0.4587560E+05  0.4594892E+05  0.4601131E+05  0.4607775E+05  0.4613700E+05  0.4621356E+05  0.4627599E+05  0.4640278E+05  0.4644823E+05  0.4649037E+05  0.4656091E+05  0.4661588E+05  0.4665813E+05  0.4672000E+05  0.4678045E+05  0.4684861E+05  0.4691842E+05  0.4699303E+05  0.4708631E+05  0.4716789E+05  0.4725357E+05  0.4734387E+05  0.4743281E+05  0.4754204E+05  0.4762902E+05  0.4768306E+05  0.4772719E+05  0.4778641E+05  0.4784537E+05  0.4791201E+05  0.4798725E+05  0.4811054E+05  0.4817515E+05
  0.2100000E+05  0.4562758E+05  0.4567432E+05  0.4572409E+05  0.4577844E+05  0.4584982E+05  0.4589142E+05  0.4595659E+05  0.4601347E+05  0.4607702E+05  0.4613751E+05  0.4620617E+05  0.4627493E+05  0.4633994E+05  0.4640932E+05  0.4647327E+05  0.4660418E+05  0.4664652E+05  0.4668670E+05  0.4675108E+05  0.4681002E+05  0.4685100E+05  0.4691105E+05  0.4697546E+05  0.4703840E+05  0.4711005E+05  0.4718449E+05  0.4727654E+05  0.4735784E+05  0.4744306E+05  0.4753115E+05  0.4762026E+05  0.4772843E+05  0.4782461E+05  0.4786824E+05  0.4791254E+05  0.4796076E+05  0.4802959E+05  0.4809563E+05  0.4817004E+05  0.4829236E+05  0.4835513E+05
  0.2110000E+05  0.4583643E+05  0.4588064E+05  0.4592645E+05  0.4598040E+05  0.4605085E+05  0.4610255E+05  0.4614858E+05  0.4620815E+05  0.4627224E+05  0.4634731E+05  0.4640463E+05  0.4647262E+05  0.4653028E+05  0.4660195E+05  0.4667605E+05  0.4679195E+05  0.4684135E+05  0.4688029E+05  0.4695174E+05  0.4699383E+05  0.4704851E+05  0.4710458E+05  0.4716737E+05  0.4723241E+05  0.4730161E+05  0.4737484E+05  0.4746646E+05  0.4754722E+05  0.4763159E+05  0.4771893E+05  0.4781380E+05  0.4791316E+05  0.4799843E+05  0.4805371E+05  0.4809765E+05  0.4814577E+05  0.4821404E+05  0.4827922E+05  0.4835286E+05  0.4843270E+05  0.4853335E+05
  0.2120000E+05  0.4603860E+05  0.4608480E+05  0.4613949E+05  0.4619457E+05  0.4625207E+05  0.4630284E+05  0.4634926E+05  0.4641396E+05  0.4647322E+05  0.4653037E+05  0.4661280E+05  0.4666420E+05  0.4673107E+05  0.4679528E+05  0.4687040E+05  0.4698429E+05  0.4703341E+05  0.4707708E+05  0.4715223E+05  0.4718869E+05  0.4724332E+05  0.4729943E+05  0.4736020E+05  0.4742399E+05  0.4749091E+05  0.4756719E+05  0.4765756E+05  0.4773645E+05  0.4781930E+05  0.4790679E+05  0.4798677E+05  0.4810198E+05  0.4826262E+05  0.4823955E+05  0.4827768E+05  0.4833057E+05  0.4839823E+05  0.4846264E+05  0.4853559E+05  0.4861428E+05  0.4871399E+05
  0.2130000E+05  0.4623653E+05  0.4628377E+05  0.4634282E+05  0.4639568E+05  0.4645259E+05  0.4650367E+05  0.4655760E+05  0.4660940E+05  0.4668212E+05  0.4672897E+05  0.4680955E+05  0.4686173E+05  0.4693127E+05  0.4699566E+05  0.4706498E+05  0.4718180E+05  0.4723453E+05  0.4727607E+05  0.4734652E+05  0.4738896E+05  0.4743713E+05  0.4748972E+05  0.4755193E+05  0.4761612E+05  0.4768430E+05  0.4775717E+05  0.4785288E+05  0.4792572E+05  0.4800851E+05  0.4809419E+05  0.4818372E+05  0.4827396E+05  0.4844564E+05  0.4842437E+05  0.4845610E+05  0.4851511E+05  0.4858245E+05  0.4864608E+05  0.4871828E+05  0.4879546E+05  0.4889745E+05
  0.2140000E+05  0.4643912E+05  0.4648907E+05  0.4654452E+05  0.4659281E+05  0.4664045E+05  0.4670622E+05  0.4675729E+05  0.4680848E+05  0.4687527E+05  0.4694367E+05  0.4700276E+05  0.4706207E+05  0.4712494E+05  0.4718798E+05  0.4726506E+05  0.4736759E+05  0.4742750E+05  0.4747059E+05  0.4758480E+05  0.4758541E+05  0.4763097E+05  0.4768221E+05  0.4774457E+05  0.4780730E+05  0.4787633E+05  0.4794729E+05  0.4804592E+05  0.4811347E+05  0.4819678E+05  0.4828149E+05  0.4836016E+05  0.4846100E+05  0.4852287E+05  0.4860966E+05  0.4864783E+05  0.4869967E+05  0.4876448E+05  0.4882958E+05  0.4890092E+05  0.4897599E+05  0.4907861E+05
  0.2150000E+05  0.4664171E+05  0.4669118E+05  0.4674640E+05  0.4679341E+05  0.4684336E+05  0.4690603E+05  0.4696179E+05  0.4701268E+05  0.4708174E+05  0.4714209E+05  0.4720092E+05  0.4726770E+05  0.4732436E+05  0.4738796E+05  0.4745981E+05  0.4757533E+05  0.4760459E+05  0.4764994E+05  0.4781748E+05  0.4777896E+05  0.4782322E+05  0.4787609E+05  0.4793641E+05  0.4799876E+05  0.4806596E+05  0.4813855E+05  0.4821414E+05  0.4830245E+05  0.4838396E+05  0.4846894E+05  0.4854695E+05  0.4865523E+05  0.4870873E+05  0.4879522E+05  0.4882782E+05  0.4888435E+05  0.4894216E+05  0.4901294E+05  0.4908362E+05  0.4915567E+05  0.4927024E+05
  0.2160000E+05  0.4684411E+05  0.4689328E+05  0.4694798E+05  0.4699463E+05  0.4704828E+05  0.4710453E+05  0.4716487E+05  0.4721196E+05  0.4727253E+05  0.4733312E+05  0.4740436E+05  0.4746598E+05  0.4752136E+05  0.4757752E+05  0.4765222E+05  0.4775736E+05  0.4781236E+05  0.4785446E+05  0.4800635E+05  0.4796249E+05  0.4801638E+05  0.4806966E+05  0.4812647E+05  0.4818951E+05  0.4825818E+05  0.4832927E+05  0.4840375E+05  0.4849134E+05  0.4857244E+05  0.4865635E+05  0.4873353E+05  0.4884096E+05  0.4889486E+05  0.4896684E+05  0.4901083E+05  0.4906894E+05  0.4912624E+05  0.4919615E+05  0.4926625E+05  0.4934312E+05  0.4945421E+05
  0.2170000E+05  0.4704654E+05  0.4709530E+05  0.4714945E+05  0.4719577E+05  0.4724738E+05  0.4730501E+05  0.4735703E+05  0.4741238E+05  0.4747505E+05  0.4752336E+05  0.4760169E+05  0.4765570E+05  0.4772223E+05  0.4777814E+05  0.4784800E+05  0.4796561E+05  0.4799248E+05  0.4805025E+05  0.4808914E+05  0.4816412E+05  0.4820970E+05  0.4826088E+05  0.4832119E+05  0.4838154E+05  0.4844777E+05  0.4851783E+05  0.4859304E+05  0.4868034E+05  0.4876063E+05  0.4885097E+05  0.4892049E+05  0.4902735E+05  0.4907135E+05  0.4915218E+05  0.4919590E+05  0.4925339E+05  0.4931027E+05  0.4937974E+05  0.4944892E+05  0.4951993E+05  0.4963555E+05
